date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:40:27	5/5	---M--	200	added ('OK')	text/css	etag:%2264b14470-5%22	https://p.typekit.net/p.css?s=1&k=jxa7obc&ht=tk&f=10887.15586&a=138928333&app=typekit&e=css	C:/Users/Drew/Desktop/DutchBros/DutchBros/p.typekit.net/p4319.css	(from https://use.typekit.net/jxa7obc.css)
02:40:28	38200/38200	---M--	200	added ('OK')	application/font-woff2	etag:%22f035af916cfbad65f6cf5dc8492e4da3f97aac22%22	https://use.typekit.net/af/0c71d1/000000000000000000010097/27/l?subset_id=2&fvd=n8&v=3	C:/Users/Drew/Desktop/DutchBros/DutchBros/use.typekit.net/af/0c71d1/000000000000000000010097/27/l9622	(from https://use.typekit.net/jxa7obc.css)
02:40:28	44388/44388	---M--	200	added ('OK')	application/font-woff	etag:%22f035af916cfbad65f6cf5dc8492e4da3f97aac22%22	https://use.typekit.net/af/0c71d1/000000000000000000010097/27/d?subset_id=2&fvd=n8&v=3	C:/Users/Drew/Desktop/DutchBros/DutchBros/use.typekit.net/af/0c71d1/000000000000000000010097/27/d9622	(from https://use.typekit.net/jxa7obc.css)
02:40:29	91540/91540	---M-Z	200	added ('OK')	font/opentype	etag:W/%22f035af916cfbad65f6cf5dc8492e4da3f97aac22%22	https://use.typekit.net/af/0c71d1/000000000000000000010097/27/a?subset_id=2&fvd=n8&v=3	C:/Users/Drew/Desktop/DutchBros/DutchBros/use.typekit.net/af/0c71d1/000000000000000000010097/27/a9622	(from https://use.typekit.net/jxa7obc.css)
02:40:29	727177/727177	---M--	200	added ('OK')	image/jpeg	etag:%2264769a59-b1889%22	https://www.dutchbros.com/sites/default/files/styles/full_width_xl/public/2023-05/Dutch%20Frosted%20Lemonade%20(1).jpg?itok=Ymp5MhxL	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/full_width_xl/public/2023-05/Dutch%20Frosted%20Lemonade%20(1)1a97.jpg	(from https://www.dutchbros.com/news-events/dutch-bros-frosted-lemonade-is-here)
02:40:30	1398/1398	---M--	200	added ('OK')	image/jpeg	etag:%226479344f-576%22	https://www.dutchbros.com/sites/default/files/styles/fallback_style/public/2023-05/Dutch%20Frosted%20Lemonade%20(1).jpg?itok=5Tr3Tso3	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/fallback_style/public/2023-05/Dutch%20Frosted%20Lemonade%20(1)b525.jpg	(from https://www.dutchbros.com/news-events/dutch-bros-frosted-lemonade-is-here)
02:40:30	1814801/1814801	---M--	200	added ('OK')	image/png	etag:%22645a7021-1bb111%22	https://www.dutchbros.com/sites/default/files/styles/full_width_xl/public/2023-05/PeachBlackTea1.png?itok=_Iypsann	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/full_width_xl/public/2023-05/PeachBlackTea1f7ee.png	(from https://www.dutchbros.com/news-events/celebrate-mothers-day-with-dutch)
02:40:30	4497/4497	---M--	200	added ('OK')	image/png	etag:%22645a94b9-1191%22	https://www.dutchbros.com/sites/default/files/styles/fallback_style/public/2023-05/PeachBlackTea1.png?itok=SkwAEEAu	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/fallback_style/public/2023-05/PeachBlackTea1ca2d.png	(from https://www.dutchbros.com/news-events/celebrate-mothers-day-with-dutch)
02:40:31	429701/429701	---M--	200	added ('OK')	image/jpeg	etag:%22643aaca5-68e85%22	https://www.dutchbros.com/sites/default/files/styles/full_width_xl/public/2023-04/4_18%20NCBD%20-%203.jpg?itok=jBQr75th	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/full_width_xl/public/2023-04/4_18%20NCBD%20-%20330ae.jpg	(from https://www.dutchbros.com/news-events/dutch-celebrates-national-cold-brew-day-with-new-drink)
02:40:31	1715/1715	---M--	200	added ('OK')	image/jpeg	etag:%22643db6cb-6b3%22	https://www.dutchbros.com/sites/default/files/styles/fallback_style/public/2023-04/4_18%20NCBD%20-%203.jpg?itok=4D9T7fUX	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/fallback_style/public/2023-04/4_18%20NCBD%20-%2033cfe.jpg	(from https://www.dutchbros.com/news-events/dutch-celebrates-national-cold-brew-day-with-new-drink)
02:40:31	221583/221583	---M--	200	added ('OK')	image/jpeg	etag:%22640f9389-3618f%22	https://www.dutchbros.com/sites/default/files/styles/full_width_xl/public/2023-03/St%20Patricks%20day%20promo.jpg?itok=76_mUI18	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/full_width_xl/public/2023-03/St%20Patricks%20day%20promo36e3.jpg	(from https://www.dutchbros.com/news-events/try-lucky-clover-soft-top)
02:40:32	1457/1457	---M--	200	added ('OK')	image/jpeg	etag:%22640f9afc-5b1%22	https://www.dutchbros.com/sites/default/files/styles/fallback_style/public/2023-03/St%20Patricks%20day%20promo.jpg?itok=AXXVAjQY	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/fallback_style/public/2023-03/St%20Patricks%20day%20promo7d7e.jpg	(from https://www.dutchbros.com/news-events/try-lucky-clover-soft-top)
02:40:32	102173/102173	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2000:58:41%20GMT	https://www.dutchbros.com/news-events/broista-sticker-competition-top-10	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/news-events/broista-sticker-competition-top-10.html	(from https://www.dutchbros.com/news-events?page=3)
02:40:32	342633/342633	---M--	200	added ('OK')	image/png	etag:%22640f9494-53a69%22	https://www.dutchbros.com/sites/default/files/styles/large/public/2023-02/3_1_sticker_voting-_1b.png?itok=n4M98yZF	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/large/public/2023-02/3_1_sticker_voting-_1b8287.png	(from https://www.dutchbros.com/news-events?page=3)
02:40:33	99029/99029	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2001:08:51%20GMT	https://www.dutchbros.com/news-events/new-sticker-new-dutch-bros-drink	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/news-events/new-sticker-new-dutch-bros-drink.html	(from https://www.dutchbros.com/news-events?page=3)
02:40:33	145915/145915	---M--	200	added ('OK')	image/png	etag:%2264021d43-239fb%22	https://www.dutchbros.com/sites/default/files/styles/large/public/2023-02/0.png?itok=Z9kVVVt2	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/large/public/2023-02/0a75a.png	(from https://www.dutchbros.com/news-events?page=3)
02:40:33	99326/99326	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2002:07:36%20GMT	https://www.dutchbros.com/news-events/national-strawberry-day-at-dutch-bros	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/news-events/national-strawberry-day-at-dutch-bros.html	(from https://www.dutchbros.com/news-events?page=3)
02:40:33	38473/38473	---M--	200	added ('OK')	image/jpeg	etag:%2263ff6694-9649%22	https://www.dutchbros.com/sites/default/files/styles/large/public/2023-02/1%2010%20Strawberry%20Lavender%20Trio.jpg?itok=VmHyq76r	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/large/public/2023-02/1%2010%20Strawberry%20Lavender%20Trio7718.jpg	(from https://www.dutchbros.com/news-events?page=3)
02:40:34	98830/98830	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2004:14:41%20GMT	https://www.dutchbros.com/news-events/dutch-bros-supports-local-charities	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/news-events/dutch-bros-supports-local-charities.html	(from https://www.dutchbros.com/news-events?page=3)
02:40:34	30895/30895	---M--	200	added ('OK')	image/jpeg	etag:%2263fd45ad-78af%22	https://www.dutchbros.com/sites/default/files/styles/large/public/2023-02/DL.jpg?itok=WkRD0AoQ	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/large/public/2023-02/DL4f0d.jpg	(from https://www.dutchbros.com/news-events?page=3)
02:40:34	98769/98769	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2001:00:19%20GMT	https://www.dutchbros.com/news-events/best-drinks-for-february-sticker-drop	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/news-events/best-drinks-for-february-sticker-drop.html	(from https://www.dutchbros.com/news-events?page=3)
02:40:34	337314/337314	---M--	200	added ('OK')	image/png	etag:%2263e676da-525a2%22	https://www.dutchbros.com/sites/default/files/styles/large/public/2023-02/1_31%20Feb%20SOTM.png?itok=nbBFQawZ	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/large/public/2023-02/1_31%20Feb%20SOTM4459.png	(from https://www.dutchbros.com/news-events?page=3)
02:40:35	100259/100259	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2006:40:34%20GMT	https://www.dutchbros.com/news-events/national-hot-chocolate-day	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/news-events/national-hot-chocolate-day.html	(from https://www.dutchbros.com/news-events?page=3)
02:40:35	306949/306949	---M--	200	added ('OK')	image/png	etag:%2263dcb1c6-4af05%22	https://www.dutchbros.com/sites/default/files/styles/large/public/2023-01/National-Hot-Choco-Day1x1.png?itok=C2k5LUn3	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/large/public/2023-01/National-Hot-Choco-Day1x10097.png	(from https://www.dutchbros.com/news-events?page=3)
02:40:36	109545/109545	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2006:40:35%20GMT	https://www.dutchbros.com/news-events?page=4	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/news-eventsfdb0.html	(from https://www.dutchbros.com/news-events?page=3)
02:40:36	1364117/1364117	---M--	200	added ('OK')	image/png	etag:%2263fd12d9-14d095%22	https://www.dutchbros.com/sites/default/files/styles/full_width_xl/public/2023-02/3_1_sticker_voting-_1b.png?itok=TF9JtDv3	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/full_width_xl/public/2023-02/3_1_sticker_voting-_1bc5b9.png	(from https://www.dutchbros.com/news-events/broista-sticker-competition-top-10)
02:40:36	5343/5343	---M--	200	added ('OK')	image/png	etag:%2263ff6e8f-14df%22	https://www.dutchbros.com/sites/default/files/styles/fallback_style/public/2023-02/3_1_sticker_voting-_1b.png?itok=pti8iQYv	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/fallback_style/public/2023-02/3_1_sticker_voting-_1be4b3.png	(from https://www.dutchbros.com/news-events/broista-sticker-competition-top-10)
02:40:37	127063/127063	---M--	200	added ('OK')	image/png	etag:%2263f6e60b-1f057%22	https://www.dutchbros.com/sites/default/files/styles/full_width_xl/public/2023-02/0.png?itok=d205W9Rw	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/full_width_xl/public/2023-02/085e7.png	(from https://www.dutchbros.com/news-events/new-sticker-new-dutch-bros-drink)
02:40:37	4388/4388	---M--	200	added ('OK')	image/png	etag:%2263fdd481-1124%22	https://www.dutchbros.com/sites/default/files/styles/fallback_style/public/2023-02/0.png?itok=H7z_wLzH	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/fallback_style/public/2023-02/024fb.png	(from https://www.dutchbros.com/news-events/new-sticker-new-dutch-bros-drink)
02:40:37	216135/216135	---M--	200	added ('OK')	image/jpeg	etag:%2263f6e402-35bde%22	https://www.dutchbros.com/sites/default/files/styles/full_width_xl/public/2023-02/1%2010%20Strawberry%20Lavender%20Trio.jpg?itok=c17EfvPa	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/full_width_xl/public/2023-02/1%2010%20Strawberry%20Lavender%20Trio920b.jpg	(from https://www.dutchbros.com/news-events/national-strawberry-day-at-dutch-bros)
02:40:37	1493/1493	---M--	200	added ('OK')	image/jpeg	etag:%2263fce972-5d5%22	https://www.dutchbros.com/sites/default/files/styles/fallback_style/public/2023-02/1%2010%20Strawberry%20Lavender%20Trio.jpg?itok=t1z_UsZL	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/fallback_style/public/2023-02/1%2010%20Strawberry%20Lavender%20Trio22ed.jpg	(from https://www.dutchbros.com/news-events/national-strawberry-day-at-dutch-bros)
02:40:38	159977/159977	---M--	200	added ('OK')	image/jpeg	etag:%2263e6753e-270e9%22	https://www.dutchbros.com/sites/default/files/styles/full_width_xl/public/2023-02/DL.jpg?itok=kWirjkkl	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/full_width_xl/public/2023-02/DL0210.jpg	(from https://www.dutchbros.com/news-events/dutch-bros-supports-local-charities)
02:40:38	1388/1388	---M--	200	added ('OK')	image/jpeg	etag:%2263ea7a9a-56c%22	https://www.dutchbros.com/sites/default/files/styles/fallback_style/public/2023-02/DL.jpg?itok=JPReOBgf	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/fallback_style/public/2023-02/DLd550.jpg	(from https://www.dutchbros.com/news-events/dutch-bros-supports-local-charities)
02:40:38	53382/53382	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Sep%202023%2006:40:38%20GMT	https://www.dutchbros.com/dutchluv/	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/dutchluv/index.html	(from https://www.dutchbros.com/news-events/dutch-bros-supports-local-charities)
02:40:38	1890459/1890459	---M--	200	added ('OK')	image/png	etag:%2263e69989-1cd89b%22	https://www.dutchbros.com/sites/default/files/styles/full_width_xl/public/2023-02/1_31%20Feb%20SOTM.png?itok=C3Py1xkO	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/full_width_xl/public/2023-02/1_31%20Feb%20SOTM19a8.png	(from https://www.dutchbros.com/news-events/best-drinks-for-february-sticker-drop)
02:40:39	4362/4362	---M--	200	added ('OK')	image/png	etag:%2263e838ab-110a%22	https://www.dutchbros.com/sites/default/files/styles/fallback_style/public/2023-02/1_31%20Feb%20SOTM.png?itok=4gkcBTTR	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/fallback_style/public/2023-02/1_31%20Feb%20SOTMee71.png	(from https://www.dutchbros.com/news-events/best-drinks-for-february-sticker-drop)
02:40:39	1787660/1787660	---M--	200	added ('OK')	image/png	etag:%2263cf74ed-1b470c%22	https://www.dutchbros.com/sites/default/files/styles/full_width_xl/public/2023-01/National-Hot-Choco-Day1x1.png?itok=fNVUHSaf	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/full_width_xl/public/2023-01/National-Hot-Choco-Day1x1b453.png	(from https://www.dutchbros.com/news-events/national-hot-chocolate-day)
02:40:39	3243/3243	---M--	200	added ('OK')	image/png	etag:%2263cfaef0-cab%22	https://www.dutchbros.com/sites/default/files/styles/fallback_style/public/2023-01/National-Hot-Choco-Day1x1.png?itok=zp3OtKQj	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/fallback_style/public/2023-01/National-Hot-Choco-Day1x13b4b.png	(from https://www.dutchbros.com/news-events/national-hot-chocolate-day)
02:40:40	99047/99047	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2001:47:32%20GMT	https://www.dutchbros.com/news-events/lavender-love-story	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/news-events/lavender-love-story.html	(from https://www.dutchbros.com/news-events?page=4)
02:40:40	29585/29585	---M--	200	added ('OK')	image/jpeg	etag:%2263d87a29-7391%22	https://www.dutchbros.com/sites/default/files/styles/large/public/2023-01/DUTCH-0013_T1_ITS-MUTUAL_SHOT-09_MODEL_0851_HERO_1x1.jpg?itok=o-wmvWoH	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/large/public/2023-01/DUTCH-0013_T1_ITS-MUTUAL_SHOT-09_MODEL_0851_HERO_1x17889.jpg	(from https://www.dutchbros.com/news-events?page=4)
02:40:40	99395/99395	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2004:40:46%20GMT	https://www.dutchbros.com/news-events/compliment-your-sticker	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/news-events/compliment-your-sticker.html	(from https://www.dutchbros.com/news-events?page=4)
02:40:40	21044/21044	---M--	200	added ('OK')	image/jpeg	etag:%2263cf75c8-5234%22	https://www.dutchbros.com/sites/default/files/styles/large/public/2023-01/January%20SOTM%201x1.jpg?itok=lx5L4hfq	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/large/public/2023-01/January%20SOTM%201x16d13.jpg	(from https://www.dutchbros.com/news-events?page=4)
02:40:40	98968/98968	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2000:30:28%20GMT	https://www.dutchbros.com/news-events/lavender-returns	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/news-events/lavender-returns.html	(from https://www.dutchbros.com/news-events?page=4)
02:40:41	32933/32933	---M--	200	added ('OK')	image/jpeg	etag:%2263bd08bf-80a5%22	https://www.dutchbros.com/sites/default/files/styles/large/public/2023-01/DUTCH-0013_T1_ITS-MUTUAL_SHOT-07_STILL_0796_1x1%20(1).jpg?itok=btr5ZYBc	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/large/public/2023-01/DUTCH-0013_T1_ITS-MUTUAL_SHOT-07_STILL_0796_1x1%20(1)541a.jpg	(from https://www.dutchbros.com/news-events?page=4)
02:40:41	35761/35761	---M--	200	added ('OK')	image/jpeg	etag:%2263b219fc-8bb1%22	https://www.dutchbros.com/sites/default/files/styles/large/public/2022-12/Broista%20cheers%20(1).jpg?itok=PXiZzwjK	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/large/public/2022-12/Broista%20cheers%20(1)35d0.jpg	(from https://www.dutchbros.com/news-events?page=4)
02:40:41	104641/104641	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2006:40:41%20GMT	https://www.dutchbros.com/news-events/2022-top-5	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/news-events/2022-top-5.html	(from https://www.dutchbros.com/news-events?page=4)
02:40:42	59829/59829	---M--	200	added ('OK')	image/jpeg	etag:%2263b46b79-e9b5%22	https://www.dutchbros.com/sites/default/files/styles/large/public/2023-01/Copy%20of%20D1FD.jpg?itok=igThEj0Z	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/large/public/2023-01/Copy%20of%20D1FDd022.jpg	(from https://www.dutchbros.com/news-events?page=4)
02:40:42	99508/99508	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2003:48:33%20GMT	https://www.dutchbros.com/news-events/dutch-bros-winter-wonderland	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/news-events/dutch-bros-winter-wonderland.html	(from https://www.dutchbros.com/news-events?page=4)
02:40:42	59173/59173	---M--	200	added ('OK')	image/jpeg	etag:%2263a354be-e725%22	https://www.dutchbros.com/sites/default/files/styles/large/public/2022-11/11_19%20Holiday%20Trio_0.jpg?itok=u9EiAE1f	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/large/public/2022-11/11_19%20Holiday%20Trio_0fd40.jpg	(from https://www.dutchbros.com/news-events?page=4)
02:40:43	109828/109828	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2006:40:42%20GMT	https://www.dutchbros.com/news-events?page=5	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/news-eventsaf4d.html	(from https://www.dutchbros.com/news-events?page=4)
02:40:43	117489/117489	---M--	200	added ('OK')	image/jpeg	etag:%2263bd079d-1caf1%22	https://www.dutchbros.com/sites/default/files/styles/full_width_xl/public/2023-01/DUTCH-0013_T1_ITS-MUTUAL_SHOT-09_MODEL_0851_HERO_1x1.jpg?itok=SB-Dv6-K	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/full_width_xl/public/2023-01/DUTCH-0013_T1_ITS-MUTUAL_SHOT-09_MODEL_0851_HERO_1x17be6.jpg	(from https://www.dutchbros.com/news-events/lavender-love-story)
02:40:43	1196/1196	---M--	200	added ('OK')	image/jpeg	etag:%2263bd13b6-4ac%22	https://www.dutchbros.com/sites/default/files/styles/fallback_style/public/2023-01/DUTCH-0013_T1_ITS-MUTUAL_SHOT-09_MODEL_0851_HERO_1x1.jpg?itok=yZ_5RuON	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/fallback_style/public/2023-01/DUTCH-0013_T1_ITS-MUTUAL_SHOT-09_MODEL_0851_HERO_1x1ff75.jpg	(from https://www.dutchbros.com/news-events/lavender-love-story)
02:40:44	275030/275030	---M--	200	added ('OK')	image/jpeg	etag:%2263b357c6-43256%22	https://www.dutchbros.com/sites/default/files/styles/full_width_xl/public/2023-01/January%20SOTM%201x1.jpg?itok=oveeVV5f	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/full_width_xl/public/2023-01/January%20SOTM%201x1e435.jpg	(from https://www.dutchbros.com/news-events/compliment-your-sticker)
02:40:44	959/959	---M--	200	added ('OK')	image/jpeg	etag:%2263b48a3f-3bf%22	https://www.dutchbros.com/sites/default/files/styles/fallback_style/public/2023-01/January%20SOTM%201x1.jpg?itok=bvz8SatE	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/fallback_style/public/2023-01/January%20SOTM%201x164e2.jpg	(from https://www.dutchbros.com/news-events/compliment-your-sticker)
02:40:44	119862/119862	---M--	200	added ('OK')	image/jpeg	etag:%2263b2170d-1d436%22	https://www.dutchbros.com/sites/default/files/styles/full_width_xl/public/2023-01/DUTCH-0013_T1_ITS-MUTUAL_SHOT-07_STILL_0796_1x1%20(1).jpg?itok=kGofGYcu	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/full_width_xl/public/2023-01/DUTCH-0013_T1_ITS-MUTUAL_SHOT-07_STILL_0796_1x1%20(1)69fe.jpg	(from https://www.dutchbros.com/news-events/lavender-returns)
02:40:45	1164/1164	---M--	200	added ('OK')	image/jpeg	etag:%2263b21c4f-48c%22	https://www.dutchbros.com/sites/default/files/styles/fallback_style/public/2023-01/DUTCH-0013_T1_ITS-MUTUAL_SHOT-07_STILL_0796_1x1%20(1).jpg?itok=OtCWJ8u2	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/fallback_style/public/2023-01/DUTCH-0013_T1_ITS-MUTUAL_SHOT-07_STILL_0796_1x1%20(1)81f6.jpg	(from https://www.dutchbros.com/news-events/lavender-returns)
02:40:45	312393/312393	---M--	200	added ('OK')	image/jpeg	etag:%2263b47301-4c449%22	https://www.dutchbros.com/sites/default/files/styles/full_width_xl/public/2023-01/Copy%20of%20D1FD.jpg?itok=IVMWLj-6	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/full_width_xl/public/2023-01/Copy%20of%20D1FD60c2.jpg	(from https://www.dutchbros.com/news-events/2022-top-5)
02:40:45	1439/1439	---M--	200	added ('OK')	image/jpeg	etag:%2263b515b4-59f%22	https://www.dutchbros.com/sites/default/files/styles/fallback_style/public/2023-01/Copy%20of%20D1FD.jpg?itok=GGnOOw5C	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/fallback_style/public/2023-01/Copy%20of%20D1FD8a7e.jpg	(from https://www.dutchbros.com/news-events/2022-top-5)
02:40:46	184289/184289	---M--	200	added ('OK')	image/png	etag:%22483471b47c86deeb62cdfaebc3a192b3%22	https://files.dutchbros.com/app/stickers/213px_small//old%20logo%20small.png	C:/Users/Drew/Desktop/DutchBros/DutchBros/files.dutchbros.com/app/stickers/213px_small/old%20logo%20small.png	(from https://www.dutchbros.com/news-events/2022-top-5)
02:40:47	100511/100511	---M--	200	added ('OK')	image/png	etag:%222537b4079ff065f9a0cf4c0bb2d9d111%22	https://files.dutchbros.com/app/2022_stickers//08_nationaldogday2022.png	C:/Users/Drew/Desktop/DutchBros/DutchBros/files.dutchbros.com/app/2022_stickers/08_nationaldogday2022.png	(from https://www.dutchbros.com/news-events/2022-top-5)
02:40:48	387519/387519	---M--	200	added ('OK')	image/png	etag:%220fd33579895d15613f3f575171143c0a%22	https://files.dutchbros.com/app/2022_stickers//202209_sharing_is_caring.png	C:/Users/Drew/Desktop/DutchBros/DutchBros/files.dutchbros.com/app/2022_stickers/202209_sharing_is_caring.png	(from https://www.dutchbros.com/news-events/2022-top-5)
02:40:48	262028/262028	---M--	200	added ('OK')	image/jpeg	etag:%226384dba9-3ff8c%22	https://www.dutchbros.com/sites/default/files/styles/full_width_xl/public/2022-11/11_19%20Holiday%20Trio_0.jpg?itok=5OVeJbBK	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/full_width_xl/public/2022-11/11_19%20Holiday%20Trio_0732e.jpg	(from https://www.dutchbros.com/news-events/dutch-bros-winter-wonderland)
02:40:48	1504/1504	---M--	200	added ('OK')	image/jpeg	etag:%226384e3b3-5e0%22	https://www.dutchbros.com/sites/default/files/styles/fallback_style/public/2022-11/11_19%20Holiday%20Trio_0.jpg?itok=LFvJLr_T	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/fallback_style/public/2022-11/11_19%20Holiday%20Trio_04d20.jpg	(from https://www.dutchbros.com/news-events/dutch-bros-winter-wonderland)
02:40:49	98482/98482	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2006:40:48%20GMT	https://www.dutchbros.com/news-events/buck-for-kids	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/news-events/buck-for-kids.html	(from https://www.dutchbros.com/news-events?page=5)
02:40:49	57414/57414	---M--	200	added ('OK')	image/jpeg	etag:%2263346d44-e046%22	https://www.dutchbros.com/sites/default/files/styles/large/public/2022-09/B4K_2022.jpeg?itok=Oe_w9OCz	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/large/public/2022-09/B4K_2022ec62.jpg	(from https://www.dutchbros.com/news-events?page=5)
02:40:49	101675/101675	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2001:10:30%20GMT	https://www.dutchbros.com/news-events/win-free-dutch	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/news-events/win-free-dutch.html	(from https://www.dutchbros.com/news-events?page=5)
